"","Package","Version","Depends","Suggests","License","MD5sum","NeedsCompilation","Title","Description","biocViews","Author","Maintainer","git_url","git_branch","git_last_commit","git_last_commit_date","Date.Publication","source.ver","win.binary.ver","mac.binary.ver","vignettes","vignetteTitles","hasREADME","hasNEWS","hasINSTALL","hasLICENSE","Rfiles","dependencyCount","Imports","Enhances","dependsOnMe","suggestsMe","VignetteBuilder","URL","SystemRequirements","BugReports","importsMe","Archs","LinkingTo","Video","linksToMe","PackageStatus","License_restricts_use","OS_type","organism","License_is_FOSS"
"396","ConsensusClusterPlus","1.60.0",NA,NA,"GPL version 2","6e6fe4bb114e13da51d1cc2d7901be80","no","ConsensusClusterPlus","algorithm for determining cluster count and membership by
stability evidence in unsupervised analysis","c(""Software"", ""StatisticalMethod"", ""Clustering"")","c(""Matt Wilkerson"", ""Peter Waltman"")","Matt Wilkerson <mdwilkerson@outlook.com>","https://git.bioconductor.org/packages/ConsensusClusterPlus","RELEASE_3_15","f12f54c","2022-04-26","2022-04-26","src/contrib/ConsensusClusterPlus_1.60.0.tar.gz","bin/windows/contrib/4.2/ConsensusClusterPlus_1.60.0.zip","bin/macosx/contrib/4.2/ConsensusClusterPlus_1.60.0.tgz","vignettes/ConsensusClusterPlus/inst/doc/ConsensusClusterPlus.pdf","ConsensusClusterPlus Tutorial","FALSE","TRUE","FALSE","FALSE","vignettes/ConsensusClusterPlus/inst/doc/ConsensusClusterPlus.R","9","c(""Biobase"", ""ALL"", ""graphics"", ""stats"", ""utils"", ""cluster"")",NA,NA,"TCGAbiolinks",NA,NA,NA,NA,"c(""CancerSubtypes"", ""CATALYST"", ""ChromSCape"", ""DEGreport"", ""FlowSOM"", ""PDATK"", ""DeSousa2013"", ""iSubGen"", ""longmixr"", ""neatmaps"", ""scRNAtools"")",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","consensusDE","1.14.0","c(""R (>= 3.5)"", ""BiocGenerics"")","c(""knitr"", ""rmarkdown"")","GPL-3","8c03a00fa7d1c0024a2963d9634a8b97","no","RNA-seq analysis using multiple algorithms","This package allows users to perform DE analysis using
multiple algorithms. It seeks consensus from multiple methods.
Currently it supports ""Voom"", ""EdgeR"" and ""DESeq"". It uses
RUV-seq (optional) to remove unwanted sources of variation.","c(""Software"", ""ResearchField"", ""WorkflowStep"", ""StatisticalMethod"", ""Technology"", ""Transcriptomics"", ""MultipleComparison"", ""Clustering"", ""Sequencing"")","c(""Ashley J. Waardenberg"", ""Martha M. Cooper"")","Ashley J. Waardenberg <a.waardenberg@gmail.com>","https://git.bioconductor.org/packages/consensusDE","RELEASE_3_15","a3c3766","2022-04-26","2022-04-26","src/contrib/consensusDE_1.14.0.tar.gz","bin/windows/contrib/4.2/consensusDE_1.14.0.zip","bin/macosx/contrib/4.2/consensusDE_1.14.0.tgz","vignettes/consensusDE/inst/doc/consensusDE.html","consensusDE","FALSE","TRUE","FALSE","FALSE","vignettes/consensusDE/inst/doc/consensusDE.R","149","c(""airway"", ""AnnotationDbi"", ""BiocParallel"", ""Biobase"", ""Biostrings"", ""data.table"", ""dendextend"", ""DESeq2 (>= 1.20.0)"", ""EDASeq"", ""ensembldb"", ""edgeR"", ""EnsDb.Hsapiens.v86"", ""GenomicAlignments"", ""GenomicFeatures"", ""limma"", ""org.Hs.eg.db"", ""pcaMethods"", ""RColorBrewer"", ""Rsamtools"", ""RUVSeq"", ""S4Vectors"", ""stats"", ""SummarizedExperiment"", ""TxDb.Dmelanogaster.UCSC.dm3.ensGene"", ""utils"")",NA,NA,NA,"knitr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","consensusOV","1.18.0","R (>= 3.6)","c(""BiocStyle"", ""ggplot2"", ""knitr"", ""rmarkdown"")","Artistic-2.0","1dfe259671e6d20029170d0b76701cbb","no","Gene expression-based subtype classification for high-grade
serous ovarian cancer","This package implements four major subtype classifiers for
high-grade serous (HGS) ovarian cancer as described by Helland
et al. (PLoS One, 2011), Bentink et al. (PLoS One, 2012),
Verhaak et al. (J Clin Invest, 2013), and Konecny et al. (J
Natl Cancer Inst, 2014). In addition, the package implements a
consensus classifier, which consolidates and improves on the
robustness of the proposed subtype classifiers, thereby
providing reliable stratification of patients with HGS ovarian
tumors of clearly defined subtype.","c(""Software"", ""StatisticalMethod"", ""BiologicalQuestion"", ""AssayDomain"", ""Technology"", ""ResearchField"", ""Classification"", ""Clustering"", ""DifferentialExpression"", ""GeneExpression"", ""Microarray"", ""Transcriptomics"")","c(""Gregory M Chen"", ""Lavanya Kannan"", ""Ludwig Geistlinger"", ""Victor Kofia"", ""Levi Waldron"", ""Benjamin Haibe-Kains"")","Benjamin Haibe-Kains <benjamin.haibe.kains@utoronto.ca>","https://git.bioconductor.org/packages/consensusOV","RELEASE_3_15","8310506","2022-04-26","2022-04-26","src/contrib/consensusOV_1.18.0.tar.gz","bin/windows/contrib/4.2/consensusOV_1.18.0.zip","bin/macosx/contrib/4.2/consensusOV_1.18.0.tgz","vignettes/consensusOV/inst/doc/consensusOV.html","Molecular subtyping for ovarian cancer","FALSE","TRUE","FALSE","FALSE","vignettes/consensusOV/inst/doc/consensusOV.R","143","c(""Biobase"", ""GSVA"", ""gdata"", ""genefu"", ""limma"", ""matrixStats"", ""randomForest"", ""stats"", ""utils"", ""methods"")",NA,NA,NA,"knitr","http://www.pmgenomics.ca/bhklab/software/consensusOV",NA,"https://github.com/bhklab/consensusOV/issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","consensusSeekeR","1.24.0","c(""R (>= 3.5.0)"", ""BiocGenerics"", ""IRanges"", ""GenomicRanges"", ""BiocParallel"")","c(""BiocStyle"", ""ggplot2"", ""knitr"", ""rmarkdown"", ""RUnit"")","Artistic-2.0","b2fc83db73b8add9a59ad028bbbdc934","no","Detection of consensus regions inside a group of experiences
using genomic positions and genomic ranges","This package compares genomic positions and genomic ranges
from multiple experiments to extract common regions. The size
of the analyzed region is adjustable as well as the number of
experiences in which a feature must be present in a potential
region to tag this region as a consensus region.","c(""Software"", ""Technology"", ""Sequencing"", ""ResearchField"", ""WorkflowStep"", ""AssayDomain"", ""BiologicalQuestion"", ""ChIPSeq"", ""Genetics"", ""MultipleComparison"", ""Transcription"", ""PeakDetection"", ""Coverage"")","c(""Astrid Deschenes"", ""Fabien Claude Lamaze"", ""Pascal Belleau"", ""Arnaud Droit"")","Astrid Deschenes <adeschen@hotmail.com>","https://git.bioconductor.org/packages/consensusSeekeR","RELEASE_3_15","bed0114","2022-04-26","2022-04-26","src/contrib/consensusSeekeR_1.24.0.tar.gz","bin/windows/contrib/4.2/consensusSeekeR_1.24.0.zip","bin/macosx/contrib/4.2/consensusSeekeR_1.24.0.tgz","vignettes/consensusSeekeR/inst/doc/consensusSeekeR.html","Detection of consensus regions inside a group of
experiments","FALSE","TRUE","FALSE","FALSE","vignettes/consensusSeekeR/inst/doc/consensusSeekeR.R","49","c(""GenomeInfoDb"", ""rtracklayer"", ""stringr"", ""S4Vectors"", ""methods"")",NA,NA,NA,"knitr","https://github.com/ArnaudDroitLab/consensusSeekeR",NA,"https://github.com/ArnaudDroitLab/consensusSeekeR/issues","RJMCMCNucleosomes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","CONSTANd","1.4.0","R (>= 4.1)","c(""BiocStyle"", ""knitr"", ""rmarkdown"", ""tidyr"", ""ggplot2"", ""gridExtra"", ""magick"", ""Cairo"", ""limma"")","file LICENSE","01331a4416b08c13781956a46df5b9b3","no","Data normalization by matrix raking","Normalizes a data matrix `data` by raking (using the RAS
method by Bacharach, see references) the Nrows by Ncols matrix
such that the row means and column means equal 1. The result is
a normalized data matrix `K=RAS`, a product of row mulipliers
`R` and column multipliers `S` with the original matrix `A`.
Missing information needs to be presented as `NA` values and
not as zero values, because CONSTANd is able to ignore missing
values when calculating the mean. Using CONSTANd normalization
allows for the direct comparison of values between samples
within the same and even across different CONSTANd-normalized
data matrices.","c(""Software"", ""Technology"", ""ResearchField"", ""WorkflowStep"", ""BiologicalQuestion"", ""MassSpectrometry"", ""Cheminformatics"", ""Normalization"", ""Preprocessing"", ""DifferentialExpression"", ""Genetics"", ""Transcriptomics"", ""Proteomics"")","c(""Joris Van Houtven"", ""Geert Jan Bex"", ""Dirk Valkenborg"")","Dirk Valkenborg <dirk.valkenborg@uhasselt.be>","https://git.bioconductor.org/packages/CONSTANd","RELEASE_3_15","302d23c","2022-04-26","2022-04-26","src/contrib/CONSTANd_1.4.0.tar.gz","bin/windows/contrib/4.2/CONSTANd_1.4.0.zip","bin/macosx/contrib/4.2/CONSTANd_1.4.0.tgz","vignettes/CONSTANd/inst/doc/CONSTANd.html","CONSTANd","FALSE","TRUE","FALSE","TRUE","vignettes/CONSTANd/inst/doc/CONSTANd.R","0",NA,NA,NA,NA,"knitr","qcquan.net/constand",NA,"https://github.com/PDiracDelta/CONSTANd/issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","contiBAIT","1.24.0","c(""R (>= 3.5.0)"", ""BH (>= 1.51.0.3)"", ""Rsamtools (>= 1.21)"")","BiocStyle","BSD_2_clause + file LICENSE","6c598b577403b3ab095d7ccc90f3eee0","yes","Improves Early Build Genome Assemblies using Strand-Seq Data","Using strand inheritance data from multiple single cells
from the organism whose genome is to be assembled, contiBAIT
can cluster unbridged contigs together into putative
chromosomes, and order the contigs within those chromosomes.","c(""Software"", ""ResearchField"", ""AssayDomain"", ""WorkflowStep"", ""Technology"", ""Sequencing"", ""BiologicalQuestion"", ""ImmunoOncology"", ""CellBasedAssays"", ""QualityControl"", ""WholeGenome"", ""Genetics"", ""GenomeAssembly"")","c(""Kieran O'Neill"", ""Mark Hills"", ""Mike Gottlieb"")","Kieran O'Neill <koneill@bccrc.ca>","https://git.bioconductor.org/packages/contiBAIT","RELEASE_3_15","c077022","2022-04-26","2022-04-26","src/contrib/contiBAIT_1.24.0.tar.gz","bin/windows/contrib/4.2/contiBAIT_1.24.0.zip","bin/macosx/contrib/4.2/contiBAIT_1.24.0.tgz","vignettes/contiBAIT/inst/doc/contiBAIT.pdf","flowBi","FALSE","TRUE","FALSE","TRUE","vignettes/contiBAIT/inst/doc/contiBAIT.R","130","c(""data.table"", ""grDevices"", ""clue"", ""cluster"", ""gplots"", ""BiocGenerics (>=\n0.31.6)"", ""S4Vectors"", ""IRanges"", ""GenomicRanges"", ""Rcpp"", ""TSP"", ""GenomicFiles"", ""gtools"", ""rtracklayer"", ""BiocParallel"", ""DNAcopy"", ""colorspace"", ""reshape2"", ""ggplot2"", ""methods"", ""exomeCopy"", ""GenomicAlignments"", ""diagram"")",NA,NA,NA,NA,NA,NA,NA,NA,"x64","c(""Rcpp"", ""BH"")",NA,NA,NA,NA,NA,NA,NA
"402","conumee","1.30.0","c(""R (>= 3.5.0)"", ""minfi"", ""IlluminaHumanMethylation450kanno.ilmn12.hg19"", ""IlluminaHumanMethylation450kmanifest"", ""IlluminaHumanMethylationEPICanno.ilm10b2.hg19"", ""IlluminaHumanMethylationEPICmanifest"")","c(""BiocStyle"", ""knitr"", ""rmarkdown"", ""minfiData"", ""RCurl"")","GPL (>= 2)","2000d703b3e3cfbb94f878d15d9d35ba","no","Enhanced copy-number variation analysis using Illumina DNA
methylation arrays","This package contains a set of processing and plotting
methods for performing copy-number variation (CNV) analysis
using Illumina 450k or EPIC methylation arrays.","c(""Software"", ""AssayDomain"", ""Technology"", ""Microarray"", ""WorkflowStep"", ""CopyNumberVariation"", ""DNAMethylation"", ""MethylationArray"", ""Normalization"", ""Preprocessing"", ""QualityControl"")","c(""Volker Hovestadt"", ""Marc Zapatka"")","Volker Hovestadt <conumee@hovestadt.bio>","https://git.bioconductor.org/packages/conumee","RELEASE_3_15","d79a2eb","2022-04-26","2022-04-26","src/contrib/conumee_1.30.0.tar.gz",NA,NA,"vignettes/conumee/inst/doc/conumee.html","conumee","FALSE","TRUE","FALSE","FALSE","vignettes/conumee/inst/doc/conumee.R","147","c(""methods"", ""stats"", ""DNAcopy"", ""rtracklayer"", ""GenomicRanges"", ""IRanges"", ""GenomeInfoDb"")",NA,NA,NA,"knitr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","convert","1.72.0","c(""R (>= 2.6.0)"", ""Biobase (>= 1.15.33)"", ""limma (>= 1.7.0)"", ""marray"", ""utils"", ""methods"")",NA,"LGPL","c66659ab13a6474d096571e4737790bc","no","Convert Microarray Data Objects","Define coerce methods for microarray data objects.","c(""Software"", ""Technology"", ""Microarray"", ""Infrastructure"", ""TwoChannel"")","c(""Gordon Smyth"", ""James Wettenhall"", ""Yee Hwa"", ""Martin Morgan"")","Yee Hwa (Jean) Yang <jean@biostat.ucsf.edu>","https://git.bioconductor.org/packages/convert","RELEASE_3_15","516168a","2022-04-26","2022-04-26","src/contrib/convert_1.72.0.tar.gz","bin/windows/contrib/4.2/convert_1.72.0.zip","bin/macosx/contrib/4.2/convert_1.72.0.tgz","vignettes/convert/inst/doc/convert.pdf","Converting Between Microarray Data Classes","FALSE","FALSE","FALSE","FALSE",NA,"9",NA,NA,"c(""maigesPack"", ""TurboNorm"")","c(""dyebias"", ""OLIN"", ""dyebiasexamples"")",NA,"http://bioinf.wehi.edu.au/limma/convert.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","copa","1.64.0","c(""Biobase"", ""methods"")","colonCA","Artistic-2.0","f921d977b516fb430e22a965ea6ec4a3","yes","Functions to perform cancer outlier profile analysis.","COPA is a method to find genes that undergo recurrent
fusion in a given cancer type by finding pairs of genes that
have mutually exclusive outlier profiles.","c(""Software"", ""Technology"", ""Microarray"", ""BiologicalQuestion"", ""WorkflowStep"", ""OneChannel"", ""TwoChannel"", ""DifferentialExpression"", ""Visualization"")","James W. MacDonald","James W. MacDonald <jmacdon@u.washington.edu>","https://git.bioconductor.org/packages/copa","RELEASE_3_15","f777e54","2022-04-26","2022-04-26","src/contrib/copa_1.64.0.tar.gz","bin/windows/contrib/4.2/copa_1.64.0.zip","bin/macosx/contrib/4.2/copa_1.64.0.tgz","vignettes/copa/inst/doc/copa.pdf","copa Overview","FALSE","FALSE","FALSE","FALSE","vignettes/copa/inst/doc/copa.R","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"x64",NA,NA,NA,NA,NA,NA,NA,NA
"405","copynumber","1.36.0","c(""R (>= 2.10)"", ""BiocGenerics"")",NA,"Artistic-2.0","14575cedec77fca0ae6b9713db3c5bf6","no","Segmentation of single- and multi-track copy number data by
penalized least squares regression.","Penalized least squares regression is applied to fit
piecewise constant curves to copy number data to locate genomic
regions of constant copy number. Procedures are available for
individual segmentation of each sample, joint segmentation of
several samples and joint segmentation of the two data tracks
from SNP-arrays. Several plotting functions are available for
visualization of the data and the segmentation results.","c(""Software"", ""AssayDomain"", ""ResearchField"", ""WorkflowStep"", ""aCGH"", ""SNP"", ""CopyNumberVariation"", ""Genetics"", ""Visualization"")","c(""Gro Nilsen"", ""Knut Liestoel"", ""Ole Christian Lingjaerde."")","Gro Nilsen <gronilse@ifi.uio.no>","https://git.bioconductor.org/packages/copynumber","RELEASE_3_15","cf02657","2022-04-26","2022-04-26","src/contrib/copynumber_1.36.0.tar.gz",NA,"bin/macosx/contrib/4.2/copynumber_1.36.0.tgz","vignettes/copynumber/inst/doc/copynumber.pdf","copynumber.pdf","FALSE","TRUE","FALSE","FALSE","vignettes/copynumber/inst/doc/copynumber.R","16","c(""S4Vectors"", ""IRanges"", ""GenomicRanges"")",NA,NA,"c(""PureCN"", ""sigminer"")",NA,NA,NA,NA,"sequenza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","CopyNumberPlots","1.12.0","c(""R (>= 3.6)"", ""karyoploteR"")","c(""BiocStyle"", ""knitr"", ""rmarkdown"", ""panelcn.mops"", ""BSgenome.Hsapiens.UCSC.hg19.masked"", ""DNAcopy"", ""testthat"")","Artistic-2.0","a22583b15451350bddaf62a4e65c677a","no","Create Copy-Number Plots using karyoploteR functionality","CopyNumberPlots have a set of functions extending
karyoploteRs functionality to create beautiful, customizable
and flexible plots of copy-number related data.","c(""Software"", ""WorkflowStep"", ""AssayDomain"", ""BiologicalQuestion"", ""Technology"", ""Microarray"", ""Infrastructure"", ""Sequencing"", ""Visualization"", ""CopyNumberVariation"", ""Coverage"", ""OneChannel"", ""DataImport"", ""DNASeq"")","c(""Bernat Gel"", ""Miriam Magallon"")","Bernat Gel <bgel@igtp.cat>","https://git.bioconductor.org/packages/CopyNumberPlots","RELEASE_3_15","b6a4fde","2022-04-26","2022-04-26","src/contrib/CopyNumberPlots_1.12.0.tar.gz","bin/windows/contrib/4.2/CopyNumberPlots_1.12.0.zip","bin/macosx/contrib/4.2/CopyNumberPlots_1.12.0.tgz","vignettes/CopyNumberPlots/inst/doc/CopyNumberPlots.html","CopyNumberPlots vignette","FALSE","TRUE","FALSE","FALSE","vignettes/CopyNumberPlots/inst/doc/CopyNumberPlots.R","154","c(""regioneR"", ""IRanges"", ""Rsamtools"", ""SummarizedExperiment"", ""VariantAnnotation"", ""methods"", ""stats"", ""GenomeInfoDb"", ""GenomicRanges"", ""cn.mops"", ""rhdf5"", ""utils"")",NA,NA,NA,"knitr","https://github.com/bernatgel/CopyNumberPlots",NA,"https://github.com/bernatgel/CopyNumberPlots/issues","c(""CNVfilteR"", ""CNViz"")",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","CopywriteR","2.28.0","c(""R(>= 3.2)"", ""BiocParallel"")","c(""BiocStyle"", ""SCLCBam"", ""snow"")","GPL-2","f47204539217905ffb4e7813ffcde140","no","Copy number information from targeted sequencing using
off-target reads","CopywriteR extracts DNA copy number information from
targeted sequencing by utiizing off-target reads. It allows for
extracting uniformly distributed copy number information, can
be used without reference, and can be applied to sequencing
data obtained from various techniques including chromatin
immunoprecipitation and target enrichment on small gene panels.
Thereby, CopywriteR constitutes a widely applicable alternative
to available copy number detection tools.","c(""Software"", ""ResearchField"", ""Technology"", ""Sequencing"", ""AssayDomain"", ""WorkflowStep"", ""BiologicalQuestion"", ""ImmunoOncology"", ""TargetedResequencing"", ""ExomeSeq"", ""CopyNumberVariation"", ""Preprocessing"", ""Visualization"", ""Coverage"")","Thomas Kuilman","Oscar Krijgsman <o.krijgsman@nki.nl>","https://git.bioconductor.org/packages/CopywriteR","RELEASE_3_15","5b2a581","2022-04-26","2022-04-26","src/contrib/CopywriteR_2.28.0.tar.gz","bin/windows/contrib/4.2/CopywriteR_2.28.0.zip","bin/macosx/contrib/4.2/CopywriteR_2.28.0.tgz","vignettes/CopywriteR/inst/doc/CopywriteR.pdf","CopywriteR","FALSE","TRUE","FALSE","FALSE","vignettes/CopywriteR/inst/doc/CopywriteR.R","55","c(""matrixStats"", ""gtools"", ""data.table"", ""S4Vectors"", ""chipseq"", ""IRanges"", ""Rsamtools"", ""DNAcopy"", ""GenomicAlignments"", ""GenomicRanges"", ""CopyhelpeR"", ""GenomeInfoDb"", ""futile.logger"")",NA,NA,NA,NA,"https://github.com/PeeperLab/CopywriteR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","coRdon","1.14.0","R (>= 3.5)","c(""BiocStyle"", ""testthat"", ""knitr"", ""rmarkdown"")","Artistic-2.0","ff14d38dbb1b1a987c107a26e9b16016","no","Codon Usage Analysis and Prediction of Gene Expressivity","Tool for analysis of codon usage in various unannotated or
KEGG/COG annotated DNA sequences. Calculates different measures
of CU bias and CU-based predictors of gene expressivity, and
performs gene set enrichment analysis for annotated sequences.
Implements several methods for visualization of CU and
enrichment analysis results.","c(""Software"", ""ResearchField"", ""AssayDomain"", ""BiologicalQuestion"", ""WorkflowStep"", ""Pathways"", ""Metagenomics"", ""GeneExpression"", ""GeneSetEnrichment"", ""GenePrediction"", ""Visualization"", ""KEGG"", ""Genetics\nCellBiology"", ""BiomedicalInformatics"", ""ImmunoOncology"")","c(""Anamaria Elek"", ""Maja Kuzman"", ""Kristian Vlahovicek"")","Anamaria Elek <anamariaelek@gmail.com>","https://git.bioconductor.org/packages/coRdon","RELEASE_3_15","b4c5d77","2022-04-26","2022-04-26","src/contrib/coRdon_1.14.0.tar.gz","bin/windows/contrib/4.2/coRdon_1.14.0.zip","bin/macosx/contrib/4.2/coRdon_1.14.0.tgz","vignettes/coRdon/inst/doc/coRdon.html","coRdon","FALSE","TRUE","FALSE","FALSE","vignettes/coRdon/inst/doc/coRdon.R","58","c(""methods"", ""stats"", ""utils"", ""Biostrings"", ""Biobase"", ""dplyr"", ""stringr"", ""purrr"", ""ggplot2"", ""data.table"")",NA,NA,NA,"knitr","https://github.com/BioinfoHR/coRdon",NA,"https://github.com/BioinfoHR/coRdon/issues","vhcub",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","CoRegNet","1.34.0","c(""R (>= 2.14)"", ""igraph"", ""shiny"", ""arules"", ""methods"")","c(""RColorBrewer"", ""gplots"", ""BiocStyle"", ""knitr"", ""rmarkdown"")","GPL-3","44c054cb2acaf837d5f34eba33f742f4","yes","CoRegNet : reconstruction and integrated analysis of
co-regulatory networks","This package provides methods to identify active
transcriptional programs. Methods and classes are provided to
import or infer large scale co-regulatory network from
transcriptomic data. The specificity of the encoded networks is
to model Transcription Factor cooperation. External regulation
evidences (TFBS, ChIP,...) can be integrated to assess the
inferred network and refine it if necessary. Transcriptional
activity of the regulators in the network can be estimated
using an measure of their influence in a given sample. Finally,
an interactive UI can be used to navigate through the network
of cooperative regulators and to visualize their activity in a
specific sample or subgroup sample. The proposed visualization
tool can be used to integrate gene expression, transcriptional
activity, copy number status, sample classification and a
transcriptional network including co-regulation information.","c(""Software"", ""BiologicalQuestion"", ""AssayDomain"", ""StatisticalMethod"", ""ResearchField"", ""WorkflowStep"", ""Visualization"", ""NetworkInference"", ""NetworkEnrichment"", ""GeneRegulation"", ""GeneExpression"", ""GraphAndNetwork"", ""SystemsBiology"", ""Network"", ""Transcription"")","c(""Remy Nicolle"", ""Thibault Venzac"", ""Mohamed Elati"")","Remy Nicolle <remy.c.nicolle@gmail.com>","https://git.bioconductor.org/packages/CoRegNet","RELEASE_3_15","6c8cd5b","2022-04-26","2022-04-26","src/contrib/CoRegNet_1.34.0.tar.gz","bin/windows/contrib/4.2/CoRegNet_1.34.0.zip","bin/macosx/contrib/4.2/CoRegNet_1.34.0.tgz","vignettes/CoRegNet/inst/doc/CoRegNet.html","Custom Print Methods","FALSE","FALSE","FALSE","FALSE","vignettes/CoRegNet/inst/doc/CoRegNet.R","43",NA,NA,NA,NA,"knitr",NA,NA,NA,NA,"x64",NA,NA,NA,NA,NA,NA,NA,NA
"410","CoreGx","2.0.2","c(""R (>= 4.1)"", ""BiocGenerics"", ""SummarizedExperiment"")","c(""pander"", ""markdown"", ""BiocStyle"", ""rmarkdown"", ""knitr"", ""formatR"", ""testthat"")","GPL-3","32b764bdc9b9dbda3b33955c027b0ef7","no","Classes and Functions to Serve as the Basis for Other 'Gx'
Packages","A collection of functions and classes which serve as the
foundation for our lab's suite of R packages, such as
'PharmacoGx' and 'RadioGx'. This package was created to
abstract shared functionality from other lab package releases
to increase ease of maintainability and reduce code repetition
in current and future 'Gx' suite programs. Major features
include a 'CoreSet' class, from which 'RadioSet' and
'PharmacoSet' are derived, along with get and set methods for
each respective slot. Additional functions related to fitting
and plotting dose response curves, quantifying statistical
correlation and calculating area under the curve (AUC) or
survival fraction (SF) are included. For more details please
see the included documentation, as well as: Smirnov, P.,
Safikhani, Z., El-Hachem, N., Wang, D., She, A., Olsen, C.,
Freeman, M., Selby, H., Gendoo, D., Grossman, P., Beck, A.,
Aerts, H., Lupien, M., Goldenberg, A. (2015)
<doi:10.1093/bioinformatics/btv723>. Manem, V., Labie, M.,
Smirnov, P., Kofia, V., Freeman, M., Koritzinksy, M., Abazeed,
M., Haibe-Kains, B., Bratman, S. (2018) <doi:10.1101/449793>.","c(""Software"", ""ResearchField"", ""StatisticalMethod"", ""Pharmacogenomics"", ""Classification"", ""Survival"")","c(""Petr Smirnov"", ""Ian Smith"", ""Christopher Eeles"", ""Benjamin Haibe-Kains"")","Benjamin Haibe-Kains <benjamin.haibe.kains@utoronto.ca>","https://git.bioconductor.org/packages/CoreGx","RELEASE_3_15","4bceca0","2022-05-20","2022-05-22","src/contrib/CoreGx_2.0.2.tar.gz","bin/windows/contrib/4.2/CoreGx_2.0.2.zip","bin/macosx/contrib/4.2/CoreGx_2.0.2.tgz","c(""vignettes/CoreGx/inst/doc/coreGx.html"", ""vignettes/CoreGx/inst/doc/LongTable.html"")","c(""CoreGx: Class and Function Abstractions"", ""The LongTable\nClass"")","FALSE","TRUE","FALSE","FALSE","c(""vignettes/CoreGx/inst/doc/coreGx.R"", ""vignettes/CoreGx/inst/doc/LongTable.R"")","123","c(""Biobase"", ""S4Vectors"", ""MultiAssayExperiment"", ""MatrixGenerics"", ""piano"", ""BiocParallel"", ""parallel"", ""BumpyMatrix"", ""checkmate"", ""methods"", ""stats"", ""utils"", ""graphics"", ""grDevices"", ""lsa"", ""data.table"", ""crayon"", ""glue"", ""rlang"", ""bench"")",NA,"c(""PharmacoGx"", ""RadioGx"", ""ToxicoGx"")",NA,"knitr",NA,NA,NA,"PDATK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Cormotif","1.42.0","c(""R (>= 2.12.0)"", ""affy"", ""limma"")",NA,"GPL-2","0ab8978f683c4e006240fc42e765a9ca","no","Correlation Motif Fit","It fits correlation motif model to multiple studies to
detect study specific differential expression patterns.","c(""Software"", ""Technology"", ""BiologicalQuestion"", ""Microarray"", ""DifferentialExpression"")","c(""Hongkai Ji"", ""Yingying Wei"")","Yingying Wei <ywei@jhsph.edu>","https://git.bioconductor.org/packages/Cormotif","RELEASE_3_15","71d0377","2022-04-26","2022-04-26","src/contrib/Cormotif_1.42.0.tar.gz","bin/windows/contrib/4.2/Cormotif_1.42.0.zip","bin/macosx/contrib/4.2/Cormotif_1.42.0.tgz","vignettes/Cormotif/inst/doc/CormotifVignette.pdf","Cormotif Vignette","FALSE","FALSE","FALSE","FALSE","vignettes/Cormotif/inst/doc/CormotifVignette.R","13","c(""affy"", ""graphics"", ""grDevices"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
